Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,115.80000305175781,116.33000183105469,114.76000213623047,116.1500015258789,110.69115447998047,28781900.0
2017-01-04,115.8499984741211,116.51000213623047,115.75,116.0199966430664,110.56727600097656,21118100.0
2017-01-05,115.91999816894531,116.86000061035156,115.80999755859375,116.61000061035156,111.12956237792969,22193600.0
2017-01-06,116.77999877929688,118.16000366210938,116.47000122070312,117.91000366210938,112.36846923828125,31751900.0
2017-01-09,117.94999694824219,119.43000030517578,117.94000244140625,118.98999786376953,113.39769744873047,33561900.0
2017-01-10,118.7699966430664,119.37999725341797,118.30000305175781,119.11000061035156,113.51206970214844,24462100.0
2017-01-11,118.73999786376953,119.93000030517578,118.5999984741211,119.75,114.12198638916016,27588600.0
2017-01-12,118.9000015258789,119.30000305175781,118.20999908447266,119.25,113.64545440673828,27086200.0
2017-01-13,119.11000061035156,119.62000274658203,118.80999755859375,119.04000091552734,113.44534301757812,26111900.0
2017-01-17,118.33999633789062,120.23999786376953,118.22000122070312,120.0,114.36023712158203,34439800.0
2017-01-18,120.0,120.5,119.70999908447266,119.98999786376953,114.35069274902344,23713000.0
2017-01-19,119.4000015258789,120.08999633789062,119.37000274658203,119.77999877929688,114.15055847167969,25597300.0
2017-01-20,120.44999694824219,120.44999694824219,119.7300033569336,120.0,114.36023712158203,32597900.0
2017-01-23,120.0,120.80999755859375,119.7699966430664,120.08000183105469,114.43647766113281,22050200.0
2017-01-24,119.55000305175781,120.0999984741211,119.5,119.97000122070312,114.33164978027344,23211000.0
2017-01-25,120.41999816894531,122.0999984741211,120.27999877929688,121.87999725341797,116.1518783569336,32377600.0
2017-01-26,121.66999816894531,122.44000244140625,121.5999984741211,121.94000244140625,116.20904541015625,26337600.0
2017-01-27,122.13999938964844,122.3499984741211,121.5999984741211,121.94999694824219,116.21858215332031,20562900.0
2017-01-30,120.93000030517578,121.62999725341797,120.66000366210938,121.62999725341797,115.91360473632812,30377500.0
2017-01-31,121.1500015258789,121.38999938964844,120.62000274658203,121.3499984741211,115.64677429199219,49201000.0
2017-02-01,127.02999877929688,130.49000549316406,127.01000213623047,128.75,122.69898986816406,111985000.0
2017-02-02,127.9800033569336,129.38999938964844,127.77999877929688,128.52999877929688,122.48934173583984,33710400.0
2017-02-03,128.30999755859375,129.19000244140625,128.16000366210938,129.0800018310547,123.01349639892578,24507300.0
2017-02-06,129.1300048828125,130.5,128.89999389648438,130.2899932861328,124.1666259765625,26845900.0
2017-02-07,130.5399932861328,132.08999633789062,130.4499969482422,131.52999877929688,125.34832763671875,38183800.0
2017-02-08,131.35000610351562,132.22000122070312,131.22000122070312,132.0399932861328,125.83436584472656,23004100.0
2017-02-09,131.64999389648438,132.4499969482422,131.1199951171875,132.4199981689453,126.74364471435547,28349900.0
2017-02-10,132.4600067138672,132.94000244140625,132.0500030517578,132.1199951171875,126.45648956298828,20065500.0
2017-02-13,133.0800018310547,133.82000732421875,132.75,133.2899932861328,127.57633972167969,23035400.0
2017-02-14,133.47000122070312,135.08999633789062,133.25,135.02000427246094,129.23219299316406,33226200.0
2017-02-15,135.52000427246094,136.27000427246094,134.6199951171875,135.50999450683594,129.70118713378906,35623100.0
2017-02-16,135.6699981689453,135.89999389648438,134.83999633789062,135.35000610351562,129.5480499267578,22584600.0
2017-02-17,135.10000610351562,135.8300018310547,135.10000610351562,135.72000122070312,129.90220642089844,22198200.0
2017-02-21,136.22999572753906,136.75,135.97999572753906,136.6999969482422,130.8402099609375,24507200.0
2017-02-22,136.42999267578125,137.1199951171875,136.11000061035156,137.11000061035156,131.23260498046875,20836900.0
2017-02-23,137.3800048828125,137.47999572753906,136.3000030517578,136.52999877929688,130.67745971679688,20788200.0
2017-02-24,135.91000366210938,136.66000366210938,135.27999877929688,136.66000366210938,130.8019256591797,21776600.0
2017-02-27,137.13999938964844,137.44000244140625,136.27999877929688,136.92999267578125,131.06033325195312,20257400.0
2017-02-28,137.0800018310547,137.44000244140625,136.6999969482422,136.99000549316406,131.11778259277344,23482900.0
2017-03-01,137.88999938964844,140.14999389648438,137.60000610351562,139.7899932861328,133.79769897460938,36414600.0
2017-03-02,140.0,140.27999877929688,138.75999450683594,138.9600067138672,133.00331115722656,26211000.0
2017-03-03,138.77999877929688,139.8300018310547,138.58999633789062,139.77999877929688,133.78814697265625,21108100.0
2017-03-06,139.3699951171875,139.77000427246094,138.60000610351562,139.33999633789062,133.36700439453125,21750000.0
2017-03-07,139.05999755859375,139.97999572753906,138.7899932861328,139.52000427246094,133.539306640625,17446300.0
2017-03-08,138.9499969482422,139.8000030517578,138.82000732421875,139.0,133.0415802001953,18707200.0
2017-03-09,138.74000549316406,138.7899932861328,137.0500030517578,138.67999267578125,132.73529052734375,22155900.0
2017-03-10,139.25,139.36000061035156,138.63999938964844,139.13999938964844,133.17559814453125,19612800.0
2017-03-13,138.85000610351562,139.42999267578125,138.82000732421875,139.1999969482422,133.23300170898438,17421700.0
2017-03-14,139.3000030517578,139.64999389648438,138.83999633789062,138.99000549316406,133.0320281982422,15309100.0
2017-03-15,139.41000366210938,140.75,139.02999877929688,140.4600067138672,134.43902587890625,25691800.0
2017-03-16,140.72000122070312,141.02000427246094,140.25999450683594,140.69000244140625,134.6591339111328,19232000.0
2017-03-17,141.0,141.0,139.88999938964844,139.99000549316406,133.98916625976562,43885000.0
2017-03-20,140.39999389648438,141.5,140.22999572753906,141.4600067138672,135.39614868164062,21542000.0
2017-03-21,142.11000061035156,142.8000030517578,139.72999572753906,139.83999633789062,133.8455810546875,39529900.0
2017-03-22,139.85000610351562,141.60000610351562,139.75999450683594,141.4199981689453,135.3578643798828,25860200.0
2017-03-23,141.25999450683594,141.5800018310547,140.61000061035156,140.9199981689453,134.87925720214844,20346300.0
2017-03-24,141.5,141.74000549316406,140.35000610351562,140.63999938964844,134.6112823486328,22395600.0
2017-03-27,139.38999938964844,141.22000122070312,138.6199951171875,140.8800048828125,134.8410186767578,23575100.0
2017-03-28,140.91000366210938,144.0399932861328,140.6199951171875,143.8000030517578,137.63584899902344,33374800.0
2017-03-29,143.67999267578125,144.49000549316406,143.19000244140625,144.1199951171875,137.9420928955078,29190000.0
2017-03-30,144.19000244140625,144.5,143.5,143.92999267578125,137.76023864746094,21207300.0
2017-03-31,143.72000122070312,144.27000427246094,143.00999450683594,143.66000366210938,137.50184631347656,19661700.0
2017-04-03,143.7100067138672,144.1199951171875,143.0500030517578,143.6999969482422,137.54014587402344,19985700.0
2017-04-04,143.25,144.88999938964844,143.1699981689453,144.77000427246094,138.5642547607422,19891400.0
2017-04-05,144.22000122070312,145.4600067138672,143.80999755859375,144.02000427246094,137.8463897705078,27717900.0
2017-04-06,144.2899932861328,144.52000427246094,143.4499969482422,143.66000366210938,137.50184631347656,21149000.0
2017-04-07,143.72999572753906,144.17999267578125,143.27000427246094,143.33999633789062,137.195556640625,16672200.0
2017-04-10,143.60000610351562,143.8800048828125,142.89999389648438,143.1699981689453,137.0328369140625,18933400.0
2017-04-11,142.94000244140625,143.35000610351562,140.05999755859375,141.6300048828125,135.55886840820312,30379400.0
2017-04-12,141.60000610351562,142.14999389648438,141.00999450683594,141.8000030517578,135.72154235839844,20350000.0
2017-04-13,141.91000366210938,142.3800048828125,141.0500030517578,141.0500030517578,135.00372314453125,17822900.0
2017-04-17,141.47999572753906,141.8800048828125,140.8699951171875,141.8300018310547,135.75027465820312,16582100.0
